tick	antikeeper	attacker	builder	claimer	harvester	healer	longbuilder	longharvester	longminer	miner	shortminer	upgrader
17232787	0.96	0	0	0.44	0.71	0	0.52	0.46	0.45	0.39	0.09	0.30
17232887	0.58	0	0	0.32	0.95	0	0.47	0.50	0.41	0.48	0.11	0.33
17232987	0.55	0	0	0.40	0.59	0	0.57	0.53	0.41	0.48	0.17	0.38
17233087	0.75	0	0	0.43	0.78	0	0.51	0.52	0.62	0.50	0.10	0.34
17233187	1.12	0	0	0.37	0.68	0	0.65	0.55	0.46	0.49	0.08	0.42
17233287	0.71	0	0	0.41	0.60	0	0.42	0.43	0.45	0.52	0.12	0.45
17233387	0.42	0	0	0.59	0.72	0	0.45	0.45	0.40	0.49	0.09	0.36
17233487	0.73	0	0	0.60	0.62	0	0.66	0.42	0.50	0.46	0.11	0.31
17233587	0.89	0	0	0.36	0.64	0	0.45	0.55	0.48	0.45	0.13	0.31
17233687	0.49	0	0	0.42	0.75	0	0.48	0.42	0.52	0.32	0.15	0.33
17233787	1.08	0	0	0.59	0.51	0	0.46	0.51	0.48	0.30	0.11	0.34
17233887	0.95	0	0	0.50	1.05	0	0.83	0.52	0.45	0.47	0.14	0.32
17233987	0.54	0	0	0.45	0.75	0	0.38	0.48	0.43	0.51	0.08	0.30
17234087	0.86	0	0	0.36	0.62	0	0.35	0.52	0.47	0.42	0.17	0.31
17234187	0.78	0	0	0.35	0.67	0	0.37	0.58	0.48	0.44	0.12	0.28
17234287	0.48	0	0	0.47	0.85	0	0.40	0.45	0.43	0.45	0.15	0.31
17234387	0.90	0	0	0.32	0.75	0	0.41	0.47	0.49	0.42	0.11	0.32
17234487	0.63	0	0	0.62	0.79	0	0.39	0.54	0.69	0.47	0.10	0.30
17234587	0.92	0	0	0.67	0.83	0	0.51	0.40	0.54	0.52	0.11	0.29
17234687	0.88	0	0	0.29	0.79	0	0.43	0.46	0.45	0.48	0.12	0.35
17234787	0.77	0	0	0.57	0.93	0	0.47	0.43	0.53	0.51	0.12	0.32
17234887	0.46	0	0	0.45	0.79	0	0.49	0.54	0.48	0.48	0.12	0.29
17234987	0.67	0	0	0.30	0.70	0	0.45	0.54	0.47	0.44	0.11	0.33
17235087	0.49	0	0	0.64	0.69	0	0.44	0.47	0.44	0.40	0.12	0.32
17235197	0.25	0	0	0.48	0.74	0	0.51	0.42	0.36	0.45	0.12	0.34
17235297	0.65	0	0	0.28	0.77	0	0.50	0.45	0.46	0.47	0.12	0.32
17235397	0.49	0	0	0.64	0.67	0	0.49	0.50	0.48	0.46	0.18	0.28
17235497	0.26	0	0	0.43	0.75	0	0.43	0.46	0.34	0.42	0.15	0.31
17235597	0.55	0	0	0.27	0.80	0	0.53	0.49	0.46	0.45	0.11	0.29
17235696	0.77	0	0	0.51	0.88	0	0.55	0.45	0.55	0.50	0.12	0.34
17235796	0.39	0	0	0.44	0.90	0	0.58	0.48	0.47	0.54	0.12	0.29
17235896	0.74	0	0	0.39	0.97	0	0.58	0.51	0.51	0.52	0.11	0.33
17235996	1.09	0	0	0.74	0.77	0	0.50	0.51	0.52	0.52	0.13	0.29
17236096	0.43	0	0	0.41	0.73	0	0.54	0.46	0.41	0.50	0.11	0.33
17236196	0.71	0	0	0.43	0.69	0	0.50	0.45	0.51	0.50	0.11	0.29
17236296	0.89	0	0	0.66	0.85	0	0.50	0.50	0.44	0.49	0.11	0.30
17236396	0.53	0	0	0.55	0.63	0	0.52	0.47	0.52	0.42	0.10	0.34
17236496	0.47	0	0	0.37	0.65	0	0.54	0.52	0.33	0.39	0.10	0.30
17236596	0.86	0	0	0.51	0.71	0	0.51	0.42	0.38	0.51	0.11	0.29
17236696	0.80	0	0	0.42	0.77	0	0.53	0.43	0.48	0.49	0.09	0.29
17236796	0.44	0	0	0.35	0.75	0	0.62	0.53	0.47	0.42	0.19	0.29
17236896	0.64	0	0	0.35	0.86	0	0.58	0.55	0.39	0.47	0.11	0.29
17236996	0.74	0	0	0.45	0.64	0	0.41	0.59	0.46	0.49	0.22	0.29
17237096	0.47	0	0	0.44	0.72	0	0.52	0.59	0.46	0.47	0.09	0.30
17237196	0.80	0	0	0.38	0.81	0	0.61	0.49	0.64	0.49	0.19	0.30
17237296	0.70	0	0	0.45	0.73	0	0.73	0.50	0.48	0.50	0.09	0.29
17237396	0.43	0	0	0.43	0.76	0	0.53	0.51	0.42	0.50	0.11	0.30
17237496	0.67	0	0	0.42	0.79	0	0.50	0.50	0.51	0.50	0.12	0.34
17237596	0.78	0	0	0.54	0.74	0	0.49	0.49	0.47	0.47	0.10	0.33
17237696	0.57	0	0	0.57	0.73	0	0.61	0.50	0.43	0.35	0.12	0.33
17237796	0.93	0	0	0.41	0.79	0	0.59	0.53	0.46	0.52	0.09	0.31
17237896	0.67	0	0	0.44	0.62	0	0.51	0.51	0.49	0.47	0.11	0.31
17237996	0.90	0	0	0.42	0.70	0	0.46	0.45	0.44	0.42	0.13	0.32
17239200	0.79	0	0	0.54	0.45	0	0	0.46	0.62	0.31	0.10	0.30
17239300	0.29	0	0	0.29	0.69	0	0	0.42	0.58	0.51	0.10	0.34
17239400	0.01	0	0	0.51	0.73	0	0	0.41	0.54	0.50	0.16	0.34
17239500	0.01	0	0	0.51	0.62	0	0	0.43	0.55	0.43	0.08	0.33
17239600	0.02	0	0	0.52	0.60	0	0	0.47	0.50	0.46	0.13	0.33
17239700	1.42	0	0	0.58	0.65	0	0	0.41	0.57	0.51	0.07	0.37
17239800	1.03	0	0	0.49	0.62	0	1.35	0.59	0.64	0.51	0.08	0.30
17239900	0.19	0	0	0.29	0.64	0	0.46	0.53	0.53	0.52	0.12	0.33
17240000	0.86	0	0	0.49	0.61	0	0.37	0.45	0.48	0.50	0.09	0.33
17240100	1.03	0	0	0.65	0.54	0	0.40	0.46	0.55	0.51	0.08	0.33
17240200	0.70	0	0	0.51	0.70	0	0.35	0.53	0.49	0.49	0.10	0.33
17240300	0.83	0	0	0.37	0.74	0	0.41	0.52	0.49	0.49	0.09	0.40
17240400	0.77	0	0	0.49	0.54	0	0.39	0.52	0.51	0.38	0.10	0.44
17240501	1.08	0	0	0.30	0.64	0	0.54	0.48	0.46	0.46	0.11	0.37
17240601	0.82	0	0	0.39	0.66	0	0.50	0.52	0.35	0.49	0.11	0.39
17240701	0.64	0	0	0.28	0.63	0	0.50	0.50	0.47	0.43	0.10	0.38
17240801	0.44	0	0	0.51	0.64	0	0.49	0.58	0.44	0.48	0.10	0.36
17240901	0.72	0	0	0.39	0.63	0	0.40	0.52	0.36	0.48	0.12	0.31
17241001	0.94	0	0	0.43	0.63	0	0.44	0.43	0.26	0.43	0.07	0.30
17241101	0.86	0	0	0.50	0.81	0	0.60	0.50	0.39	0.51	0.08	0.33
17241200	0.52	0	0	0.42	0.70	0	0.63	0.50	0.62	0.52	0.12	0.34
17241300	0.79	0	0	0.30	0.77	0	0.62	0.52	0.51	0.52	0.14	0.37
17241400	0.81	0	0	0.64	0.85	0	0.60	0.50	0.63	0.53	0.13	0.39
17241500	0.84	0	0	0.38	0.77	0	0.45	0.54	0.52	0.51	0.13	0.36
17241600	0.75	0	0	0.28	0.72	0	0.44	0.48	0.48	0.49	0.12	0.34
17241700	0.80	0	0	0.61	0.80	0	0.64	0.53	0.56	0.43	0.14	0.30
17241800	0.51	0	0	0.37	0.64	0	0.46	0.55	0.48	0.44	0.12	0.35
17241900	0.76	0	0	0.38	0.83	0	0.59	0.45	0.42	0.46	0.15	0.32
17242000	0.84	0	0	0.49	0.78	0	0.64	0.49	0.47	0.48	0.12	0.33
17242100	0.75	0	0	0.28	0.68	0	0.64	0.55	0.47	0.42	0.20	0.31
17242200	0.78	0	0	0.37	0.62	0	0.70	0.50	0.41	0.40	0.13	0.30
17242300	0.65	0	0	0.54	0.71	0	0.68	0.60	0.40	0.49	0.21	0.31
17242400	0.45	0	0	0.28	0.56	0	0.25	0.45	0.34	0.53	0.10	0.35
17242500	0.77	0	0	0.46	0.65	0	0.24	0.43	0.52	0.50	0.10	0.30
17242600	0.94	0	0	0.47	0.60	0	0.60	0.48	0.60	0.50	0.10	0.33
17242700	0.44	0	0	0.36	0.63	0	0.50	0.52	0.45	0.50	0.12	0.36
17242800	0.70	0	0	0.46	0.54	0	0	0.52	0.42	0.49	0.12	0.30
17263695	0.59	0	0	0.30	0.66	0	0	0.56	0.63	0.50	0.13	0.32
17263795	0.41	0	0	0.25	0.64	0	0	0.49	0.45	0.48	0.11	0.30
17263895	0.76	0	0	0.54	0.65	0	0	0.46	0.48	0.45	0.11	0.31
17263995	0.56	0	0	0.40	0.74	0	0	0.51	0.47	0.48	0.12	0.35
17264095	0.48	0	0	0.25	0.66	0	0	0.56	0.42	0.50	0.12	0.30
17264195	0.65	0	0	0.53	0.57	0	0	0.47	0.59	0.49	0.11	0.33
17264295	0.64	0	0	0.44	0.73	0	0	0.51	0.58	0.44	0.14	0.38
17264395	0.40	0	0	0.26	0.55	0	0	0.55	0.49	0.34	0.13	0.30
17264495	0.71	0	0	0.42	0.69	0	0	0.44	0.64	0.47	0.11	0.43
17264595	0.60	0	0	0.98	0.66	0	0	0.53	0.52	0.48	0.17	0.34
17264695	0.48	0	0	0.35	0.75	0	0	0.49	0.47	0.41	0.23	0.36
17264795	0.94	0	0	0.38	0.69	0	0	0.48	0.46	0.46	0.10	0.32
17264895	0.73	0	0	0.55	0.81	0	0	0.57	0.48	0.50	0.20	0.36
17264995	0.60	0	0	0.28	0.82	0	0	0.51	0.45	0.50	0.18	0.33
17265095	0.56	0	0	0.33	0.75	0	0	0.43	0.47	0.48	0.12	0.32
17265195	0.64	0	0	0.56	0.65	0	0	0.52	0.49	0.48	0.13	0.34
17265295	0.38	0	0	0.30	0.66	0	0	0.51	0.43	0.50	0.11	0.31
17265395	0.55	0	0	0.25	0.71	0	0	0.49	0.55	0.50	0.11	0.34
17265496	0.49	0	0	0.67	0.76	0	0	0.51	0.51	0.50	0.17	0.34
17265596	0.45	0	0	0.31	0.86	0	0	0.54	0.50	0.46	0.13	0.37
17265696	0.60	0	0	0.26	0.77	0	0	0.43	0.49	0.47	0.12	0.34
17265796	0.58	0	0	0.57	0.71	0	0	0.51	0.52	0.45	0.12	0.31
17265896	1.06	0	0	0.36	0.64	0	0	0.40	0.57	0.38	0.10	0.37
17265996	1.03	0	0	0.27	0.64	0	0	0.40	0.36	0.46	0.13	0.32
17266096	0.53	0	0	0.29	0.67	0	0	0.46	0.37	0.52	0.11	0.32
17266196	0.59	0	0	0.59	0.62	0	0	0.37	0.40	0.50	0.10	0.46
17266296	0.97	0	0	0.30	0.72	0	0	0.34	0.33	0.47	0.08	0.36
17266396	0.52	0	0	0.24	0.70	0	0	0.49	0.37	0.52	0.10	0.35
17266496	1.09	0	0	0.68	0.72	0	0	0.42	0.40	0.50	0.09	0.32
17266596	1.27	0	0	0.27	0.71	0	0	0.39	0.32	0.56	0.07	0.44
17266696	0.46	0	0	0.24	0.68	0	0	0.42	0.39	0.50	0.10	0.34
17266796	1.26	0	0	0.77	0.74	0	0	0.36	0.38	0.50	0.10	0.34
17266896	1.13	0	0	0.30	0.63	0	0	0.38	0.33	0.50	0.08	0.36
17266996	0	0	0	0.30	0.61	0	0	0.42	0.40	0.50	0.09	0.30
17267096	0	0	0	0.63	0.66	0	0	0.51	0.40	0.38	0.11	0.37
17267196	0.68	0	0	0.32	0.67	0	0	0.41	0.40	0.48	0.08	0.44
17267296	1.06	0	0	0.29	0.66	0	0	0.46	0.53	0.44	0.13	0.38
17267396	0	0	0	0.65	0.81	0	0	0.46	0.43	0.41	0.14	0.30
17267496	0	0	0	0.32	0.67	0	0	0.47	0.34	0.48	0.08	0.36
17267596	0	0	0	0.28	0.68	0	0	0.49	0.44	0.50	0.10	0.34
17267696	0	0	0	0.67	0.63	0	0	0.42	0.49	0.43	0.08	0.30
17267796	0	0	0	0.40	0.67	0	0	0.44	0.45	0.48	0.07	0.30
17267896	0	0	0	0.29	0.57	0	0	0.44	0.46	0.49	0.10	0.41
17267996	0	0	0	0.60	0.72	0	0	0.51	0.47	0.51	0.09	0.32
17268096	0	0	0	0.47	0.66	0	0	0.46	0.43	0.50	0.08	0.37
17268196	0	0	0	0.33	0.65	0	0	0.43	0.66	0.48	0.11	0.31
17268296	0	0	0	0.31	0.78	0	0	0.44	0.60	0.42	0.11	0.37
17268396	0.72	0	0	0.57	0.71	0	0	0.44	0.45	0.48	0.09	0.42
17268496	0.93	0	0	0.28	0.73	0	0	0.56	0.53	0.49	0.10	0.31
17268596	1.35	0	0	0.27	0.67	0	0	0.53	0.44	0.35	0.09	0.35
17268695	0.90	0	0	0.78	0.73	0	0	0.47	0.90	0.45	0.09	0.42
17268795	1.02	0	0	0.37	0.78	0	0	0.63	0.73	0.49	0.12	0.41
17268895	1.34	0	0	0.29	0.83	0	0	0.58	0.62	0.51	0.12	0.37
17268995	1.11	0	0	0.62	0.75	0	0	0.46	0.48	0.55	0.10	0.33
17269095	0.76	0	0	0.28	0.76	0	0	0.56	0.54	0.50	0.09	0.34
17269195	1.06	0	0	0.26	0.77	0	0	0.49	0.69	0.51	0.12	0.30
17269295	0.89	0	0	0.65	0.66	0	0	0.51	0.45	0.51	0.09	0.31
17269395	0.70	0	0	0.28	0.65	0	0	0.55	0.54	0.50	0.11	0.32
17269495	1.09	0	0	0.26	0.77	0	0	0.49	0.54	0.52	0.12	0.32
17269595	1.21	0	0	0.74	0.59	0	0	0.49	0.47	0.46	0.11	0.30
17269695	0.40	0	0	0.32	0.60	0	0	0.53	0.55	0.41	0.14	0.29
17269795	0.65	0	0	0.27	0.56	0	0	0.50	0.50	0.45	0.13	0.32
17269895	0.67	0	0	0.64	0.78	0	0	0.44	0.39	0.49	0.11	0.30
17269995	0.45	0	0	0.52	0.69	0	0	0.57	0.47	0.43	0.14	0.33
17270095	0.73	0	0	0.27	0.87	0	0	0.52	0.57	0.46	0.19	0.38
17270195	0.82	0	0	0.61	0.73	0	0	0.50	0.44	0.48	0.11	0.33
17270295	0.33	0	0	0.46	0.75	0	0	0.55	0.47	0.49	0.13	0.34
17270395	0.39	0	0	0.27	0.76	0	0	0.50	0.45	0.52	0.10	0.32
17270495	0.67	0	0	0.49	0.86	0	0	0.50	0.42	0.50	0.09	0.33
17270595	0.25	0	0	0.47	0.73	0	0	0.52	0.51	0.50	0.12	0.30
17270695	0.40	0	0	0.27	0.66	0	0	0.46	0.46	0.50	0.11	0.33
17270795	0.76	0	0	0.35	0.75	0	0	0.47	0.44	0.51	0.12	0.35
17270895	0.26	0	0	0.52	0.78	0	0	0.53	0.48	0.50	0.11	0.35
17270995	0.45	0	0	0.28	0.61	0	0	0.52	0.50	0.30	0.13	0.31
17271115	0.93	0	0	0.43	0.78	0	0	0.57	0.50	0.51	0.13	0.32
17271315	0.64	0	0	0.40	0.70	0	0.50	0.49	0.49	0.40	0.13	0.31
17271415	0.94	0	0	0.34	0.73	0	0.60	0.47	0.55	0.49	0.15	0.35
17271715	0.73	0	0	0.25	0.71	0	0.51	0.54	0.57	0.50	0.10	0.36
17271815	0.65	0	0	0.78	0.78	0	0.34	0.51	0.59	0.50	0.12	0.31
17271915	0.10	0	0	0.32	0.72	0	0.56	0.52	0.47	0.50	0.10	0.36
17272015	0.53	0	0	0.28	0.69	0	0.42	0.54	0.42	0.50	0.13	0.35
17272115	0.57	0	0	0.42	0.75	0	0.44	0.50	0.54	0.49	0.14	0.31
17272215	0.13	0	0	0.54	0.79	0	0.52	0.52	0.44	0.44	0.12	0.33
17272315	0.59	0	0	0.27	0.78	0	0.55	0.51	0.42	0.45	0.12	0.36
17272415	0.93	0	0	0.45	0.73	0	0.55	0.45	0.51	0.45	0.12	0.31
17272515	0.24	0	0	0.51	0.73	0	0.52	0.49	0.46	0.38	0.11	0.29
17272715	0.68	0	0	0.43	0.75	0	0.56	0.48	0.49	0.48	0.11	0.32
17272815	0.29	0	0	0.54	0.73	0	0.49	0.43	0.52	0.40	0.10	0.31
17272916	0.40	0	0	0.30	0.66	0	0.41	0.53	0.49	0.49	0.16	0.37
17273116	0.32	0	0	0.43	0.69	0	0.56	0.49	0.45	0.50	0.10	0.29
17273216	0.47	0	0	0.61	0.77	0	0	0.60	0.39	0.49	0.11	0.32
17273316	0.67	0	0	0.45	0.79	0	0	0.49	0.58	0.50	0.14	0.29
17273416	0.21	0	0	0.46	0.70	0	0	0.55	0.46	0.50	0.13	0.32
17273516	0.40	0	0	0.61	0.65	0	0	0.57	0.46	0.47	0.10	0.30
17273616	0.60	0	0	0.44	0.72	0	0	0.52	0.57	0.43	0.15	0.30
17273716	0.32	0	0	0.51	0.68	0	0	0.46	0.59	0.40	0.15	0.32
17273816	0.46	0	0	0.53	0.78	0	0	0.49	0.42	0.52	0.12	0.30
17273916	0.63	0	0	0.28	0.72	0	0	0.53	0.57	0.45	0.11	0.34
17274016	0.36	0	0	0.44	0.73	0	0	0.56	0.54	0.35	0.12	0.30
17274116	0.54	0	0	0.47	0.82	0	0	0.53	0.36	0.50	0.12	0.34
17274216	0.90	0	0	0.31	0.76	0	0	0.38	0.71	0.51	0.12	0.34
17274315	1.40	0	0	0.49	0.64	0	0	0.41	0.43	0.49	0.07	0.36
17274415	1.77	0	0	0.46	0.75	0	0	0.35	0.44	0.51	0.18	0.37
17274515	1.30	0	0	0.30	0.59	0	0	0.47	0.40	0.52	0.13	0.39
17274615	1.16	0	0	0.42	0.85	0	0	0.48	0.40	0.51	0.09	0.32
17274715	0.75	0	0	0.48	0.75	0	0	0.35	0.32	0.50	0.09	0.38
17274815	0.76	0	0	0.33	0.65	0	0	0.45	0.41	0.49	0.12	0.33
17274915	0.57	0	0	0.40	0.69	0	0	0.33	0.36	0.43	0.10	0.32
17275015	0.89	0	0	0.32	0.62	0	0	0.38	0.30	0.49	0.08	0.33
17275115	0.77	0	0	0.56	0.82	0	0	0.43	0.37	0.41	0.12	0.40
17275215	0.70	0	0	0.54	0.57	0	0	0.48	0.49	0.31	0.07	0.34
17275315	0.83	0	0	0.46	0.80	0	0	0.43	0.42	0.43	0.09	0.31
17275415	0.70	0	0	0.35	0.65	0	0	0.40	0.36	0.48	0.14	0.33
17275515	0.64	0	0	0.36	0.69	0	0	0.43	0.51	0.48	0.11	0.36
17275615	0.54	0	0	0.59	0.72	0	0	0.35	0.51	0.49	0.22	0.36
17275715	0.95	0	0	0.39	0.57	0	0	0.50	0.50	0.50	0.10	0.36
17275815	0.28	0	0	0.30	0.83	0	0	0.43	0.43	0.50	0.09	0.33
17275915	0.16	0	0	0.78	0.60	0	0	0.43	0.39	0.50	0.09	0.35
17276015	0.84	0	0	0.53	0.70	0	0	0.55	0.47	0.50	0.10	0.33
17276115	0.80	0	0	0.49	0.57	0	0	0.52	0.52	0.52	0.11	0.31
17276215	0.20	0	0	0.54	0.62	0	0	0.55	0.44	0.48	0.08	0.30
17276315	0.87	0	0	0.36	0.85	0	0	0.45	0.42	0.43	0.11	0.31
17276415	1.24	0	0	0.27	0.73	0	0	0.46	0.53	0.45	0.09	0.37
17276515	0.36	0	0	0.46	0.72	0	0	0.56	0.48	0.48	0.10	0.39
17276615	0.75	0	0	0.39	0.79	0	0	0.48	0.50	0.45	0.17	0.31
17276716	1.16	0	0	0.36	0.60	0	0	0.53	0.50	0.39	0.12	0.32
17276816	0.48	0	0	0.36	0.80	0	0	0.54	0.53	0.50	0.09	0.30
17276916	0.79	0	0	0.54	0.71	0	0	0.49	0.58	0.50	0.12	0.38
17277016	0.85	0	0	0.44	0.69	0	0	0.53	0.50	0.50	0.10	0.44
17277116	0.22	0	0	0.33	0.92	0	0	0.53	0.50	0.50	0.11	0.37
17277216	0.62	0	0	0.45	0.71	0	0	0.55	0.44	0.50	0.11	0.31
17277316	0.72	0	0	0.40	0.68	0	0	0.55	0.49	0.51	0.12	0.31
17277416	0.50	0	0	0.35	0.81	0	0	0.55	0.47	0.50	0.12	0.30
17277516	0.40	0	0	0.37	0.76	0	0	0.52	0.44	0.51	0.11	0.30
17277617	0.47	0	0	0.48	0.63	0	0	0.51	0.46	0.48	0.14	0.31
17277717	0.44	0	0	0.33	0.78	0	0	0.61	0.53	0.46	0.12	0.30
17277817	0.37	0	0	0.39	0.81	0	0	0.44	0.44	0.42	0.11	0.31
17277918	0.42	0	0	0.59	0.63	0	0	0.58	0.45	0.32	0.12	0.33
17278018	0.41	0	0	0.28	0.69	0	0	0.54	0.45	0.49	0.10	0.30
17278118	0.36	0	0	0.47	0.73	0	0	0.55	0.44	0.50	0.11	0.30
17278218	0.37	0	0	0.69	0.60	0	0	0.54	0.49	0.28	0.11	0.30
17278318	0.50	0	0	0.63	0.63	0	0	0.50	0.79	0.50	0.10	0.32
17278418	0.42	0	0	0.44	0.62	0	0	0.50	0.53	0.51	0.12	0.39
17278518	0.42	0	0	0.56	0.70	0	0	0.54	0.50	0.50	0.13	0.33
17278618	0.60	0	0	0.48	0.80	0	0	0.48	0.51	0.52	0.12	0.31
17278718	0.42	0	0	0.34	0.75	0	0	0.51	0.46	0.53	0.12	0.33
17278818	0.39	0	0	0.59	0.63	0	0	0.56	0.48	0.51	0.13	0.29
17278918	0.41	0	0	0.32	0.73	0	0	0.53	0.44	0.47	0.12	0.30
17279018	0.38	0	0	0.31	0.64	0	0	0.50	0.43	0.41	0.12	0.29
17279118	0.31	0	0	0.43	0.68	0	0	0.57	0.45	0.35	0.12	0.36
17279218	0.57	0	0	0.65	0.77	0	0	0.52	0.52	0.47	0.17	0.31
17279318	0.41	0	0	0.52	0.61	0	0	0.49	0.49	0.47	0.19	0.32
17279418	0.33	0	0	0.54	0.59	0	0	0.58	0.44	0.40	0.13	0.30
17279518	0.41	0	0	0.58	0.74	0	0	0.49	0.58	0.50	0.13	0.31
17279618	0.41	0	0	0.42	0.62	0	0	0.48	0.56	0.48	0.15	0.31
17279718	0.34	0	0	0.48	0.81	0	0	0.52	0.55	0.46	0.11	0.34
17279818	0.47	0	0	0.42	0.77	0	0	0.51	0.51	0.50	0.12	0.35
17279917	0.77	0	0	0.59	0.95	0	0	0.48	0.54	0.52	0.12	0.35
17280018	0.76	0	0	0.53	0.92	0	0	0.50	0.49	0.52	0.16	0.35
17280118	0.81	0	0	0.39	0.84	0	0	0.54	0.50	0.52	0.14	0.31
17280218	0.65	0	0	0.46	0.62	0	0	0.51	0.52	0.48	0.11	0.35
17280318	0.42	0	0	0.47	0.68	0	0	0.51	0.51	0.39	0.14	0.30
17280418	0.39	0	0	0.37	0.67	0	0	0.41	0.53	0.49	0.12	0.31
17280518	0.41	0	0	0.45	0.74	0	0	0.51	0.50	0.43	0.11	0.30
17280618	0.36	0	0	0.39	0.61	0	0	0.55	0.42	0.32	0.14	0.29
17280718	0.40	0	0	0.26	0.65	0	0	0.50	0.48	0.43	0.10	0.32
17280818	0.34	0	0	0.66	0.74	0	0	0.52	0.46	0.42	0.14	0.35
17280918	0.36	0	0	0.26	0.68	0	0	0.45	0.40	0.47	0.10	0.35
17281018	0.43	0	0	0.53	0.76	0	0	0.52	0.65	0.54	0.09	0.34
17281118	0.34	0	0	0.48	0.65	0	0	0.43	0.59	0.49	0.14	0.30
17281218	0.37	0	0	0.28	0.53	0	0	0.46	0.46	0.50	0.12	0.33
17281318	0.43	0	0	0.47	0.63	0	0	0.59	0.50	0.46	0.15	0.33
17281418	0.37	0	0	0.47	0.79	0	0.82	0.48	0.50	0.50	0.14	0.31
17281518	0.58	0	0	0.30	0.70	0	0.56	0.52	0.41	0.46	0.13	0.29
17281618	1.02	0	0	0.47	0.84	0	0.63	0.53	0.47	0.48	0.11	0.30
17283218	0.52	0	0	0.28	0.70	0	0	0.45	0.50	0.47	0.10	0.29
17283318	0.69	0	0	0.37	0.61	0	0	0.50	0.54	0.47	0.18	0.45
17283418	0.51	0	0	0.56	0.78	0	0	0.51	0.38	0.48	0.16	0.37
17283518	1.01	0	0	0.28	0.79	0	0	0.49	0.65	0.50	0.11	0.41
17283618	1.02	0	0	0.63	0.64	0	0	0.48	0.47	0.48	0.09	0.40
17283718	0.70	0	0	0.57	0.71	0	0	0.44	0.69	0.52	0.07	0.40
17283818	0.58	0	0	0.66	0.68	0	0	0.33	0.50	0.49	0.08	0.41
17283918	0	0	0	0.34	0.72	0	0	0.41	0.33	0.46	0.10	0.42
17284018	0	0	0	0.87	0.74	0	0	0.31	0.30	0.50	0.09	0.41
17284118	0	0	0	0.47	0.78	0	0	0.34	0.33	0.51	0.07	0.37
17284218	0	0	0	0.40	0.68	0	0	0.35	0.33	0.47	0.10	0.38
17284318	0	0	0	0.43	0.64	0	0	0.37	0.29	0.46	0.08	0.31
17284418	0.45	0	0	0.72	0.68	0	0	0.40	0.35	0.41	0.08	0.27
17284518	0.59	0	0	0.39	0.58	0	0	0.41	0.37	0.35	0.09	0.41
17284618	0	0	0	0.27	0.76	0	0	0.30	0.31	0.47	0.08	0.40
17284718	0	0	0	0.71	0.60	0	0	0.47	0.36	0.49	0.08	0.37
17284818	0	0	0	0.84	0.53	0	0	0.41	0.35	0.40	0.10	0.34
17284918	0	0	0	0.38	0.70	0	0	0.38	0.31	0.50	0.07	0.42
17285018	0	0	0	0.40	0.64	0	0	0.48	0.50	0.49	0.07	0.42
17285118	0	0	0	0.58	0.61	0	0.32	0.42	0.94	0.51	0.10	0.38
17285218	0	0	0	0.42	0.58	0	0.48	0.44	0.44	0.49	0.07	0.35
17285318	0	0	0	0.45	0.66	0	0.34	0.42	0.54	0.50	0.09	0.36
17285417	0	0	0	0.49	0.69	0	0.36	0.47	0.55	0.51	0.12	0.36
17285517	0	0	0	0.41	0.69	0	0.25	0.48	0.40	0.52	0.10	0.37
17285617	0	0	0	0.32	0.67	0	0.53	0.39	0.64	0.48	0.12	0.38
17285717	0.41	0	0	0.46	0.57	0	0.48	0.61	0.58	0.33	0.11	0.50
17285817	1.08	0	0	0.49	0.70	0	0.50	0.55	0.43	0.48	0.09	0.39
17285917	1.13	0	0	0.28	0.67	0	0.46	0.42	0.58	0.40	0.09	0.37
17286017	0.60	0	0	0.61	0.59	0	0.38	0.65	0.56	0.39	0.10	0.35
17286117	0.55	0	0	0.61	0.63	0	0.51	0.64	0.42	0.52	0.08	0.35
17286217	1.07	0	0	0.42	0.64	0	0.41	0.53	0.53	0.50	0.13	0.34
17286417	0.57	0	0	0.52	0.74	0	0.44	0.45	0.55	0.50	0.10	0.36
17286717	0.63	0	0.69	0.44	0.66	0	0	0.52	0.44	0.50	0.12	0.38
17286818	1.00	0	0.67	0.40	0.63	0	0	0.48	0.45	0.50	0.12	0.35
17286918	0.76	0	0.62	0.43	0.78	0	0	0.50	0.54	0.42	0.12	0.38
17287018	0.65	0	0.53	0.41	0.76	0	0	0.55	0.46	0.46	0.13	0.32
17287118	1.08	0	0.50	0.34	0.76	0	0	0.52	0.42	0.48	0.13	0.31
17287218	0.81	0	0.55	0.40	0.66	0	0	0.52	0.50	0.31	0.12	0.34
17287318	0.42	0	0.58	0.35	0.68	0	0	0.53	0.44	0.47	0.21	0.29
17287418	0.84	0	0.62	0.52	0.59	0	0	0.54	0.51	0.49	0.11	0.31
17287618	0.47	0	0.53	0.29	0.71	0	0	0.53	0.39	0.49	0.10	0.36
17287718	0.59	0	0.55	0.66	0.71	0	0	0.48	0.46	0.49	0.11	0.33
17287818	0.79	0	0.57	0.50	0.70	0	0	0.51	0.57	0.46	0.13	0.30
17287918	0.50	0	0.53	0.60	0.64	0	0	0.51	0.36	0.49	0.14	0.30
17288018	0.71	0	0.45	0.44	0.71	0	0	0.50	0.55	0.50	0.13	0.34
17288118	0.87	0	0.69	0.42	0.81	0	0	0.51	0.57	0.50	0.14	0.40
17288218	0.57	0	0.58	0.38	0.65	0	0	0.50	0.39	0.47	0.22	0.32
